,Unnamed: 0,kingdom,phylum,class,order,family,genus,species,sBin,gBin,fBin,dist_SGB,sSGB,gSGB,fSGB
fBin__537|gBin__2032|sBin__3102,Rep_3102,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,Angelakisella,Angelakisella sp900547385,3102.0,2032.0,537,0.0247000281938326,15356,9747,3062
fBin__537|gBin__2032|sBin__3103,Rep_3103,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,Angelakisella,Angelakisella sp004557855,3103.0,2032.0,537,0.0241332015624999,15355,9747,3062
fBin__537|gBin__2032|sBin__3104,Rep_3104,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,Angelakisella,Angelakisella sp003453215,3104.0,2032.0,537,0.0078813,15354,9747,3062
fBin__538|gBin__2033|sBin__3105,Rep_3105,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,UMGS966,unknown,3105.0,2033.0,538,0.0078779033333333,15349,9743,3059
fBin__538|gBin__2034|sBin__3106,Rep_3106,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,UMGS966,UMGS966 sp900547185,3106.0,2034.0,538,0.0227874038461538,15350,9744,3059
fBin__539|gBin__2035|sBin__3107,Rep_3107,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,unknown,unknown,3107.0,2035.0,539,0.0,14972,9561,3048
fBin__539|gBin__2036|sBin__3108,Rep_3108,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,unknown,unknown,3108.0,2036.0,539,0.0141449666666666,14968,9559,3048
fBin__539|gBin__2036|sBin__3109,Rep_3109,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,unknown,unknown,3109.0,2036.0,539,0.038910925,14969,9559,3048
fBin__539|gBin__2036|sBin__3110,Rep_3110,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,unknown,unknown,3110.0,2036.0,539,0.0629586,unknown,9559,3048
fBin__540|gBin__2037|sBin__3111,Rep_3111,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,unknown,unknown,3111.0,2037.0,540,0.00610935,14270,9309,2964
fBin__541|gBin__2038|sBin__3112,Rep_3112,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,UBA1777,UBA1777 sp900546515,3112.0,2038.0,541,0.0159742,15190,9686,3056
fBin__541|gBin__2039|sBin__3113,Rep_3113,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,UBA1777,unknown,3113.0,2039.0,541,0.0,15193,9688,3056
fBin__541|gBin__2040|sBin__3114,Rep_3114,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,UBA1777,UBA1777 sp900549865,3114.0,2040.0,541,0.01947135,15191,9687,3056
fBin__541|gBin__2041|sBin__3115,Rep_3115,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,UBA1777,unknown,3115.0,2041.0,541,0.0068193325,15194,9689,3056
fBin__541|gBin__2042|sBin__3116,Rep_3116,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,UBA1777,unknown,3116.0,2042.0,541,0.0182420166666666,15195,9690,3056
fBin__541|gBin__2042|sBin__3117,Rep_3117,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,UBA1777,UBA1777 sp003150355,3117.0,2042.0,541,0.0296811898076923,15196,9690,3056
fBin__541|gBin__2043|sBin__3118,Rep_3118,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,UBA1777,UBA1777 sp900549645,3118.0,2043.0,541,0.016840225,15197,9691,3056
fBin__541|gBin__2043|sBin__3119,Rep_3119,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,UBA1777,UBA1777 sp900547315,3119.0,2043.0,541,0.0230861006756756,15198,9691,3056
fBin__541|gBin__2044|sBin__3120,Rep_3120,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,UBA1777,unknown,3120.0,2044.0,541,0.0,15199,9692,3056
fBin__541|gBin__2045|sBin__3121,Rep_3121,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,F23-B02,F23-B02 sp004556755,3121.0,2045.0,541,0.01132735,15170,9672,3056
fBin__541|gBin__2046|sBin__3122,Rep_3122,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,F23-B02,F23-B02 sp004557075,3122.0,2046.0,541,0.0,15175,9675,3056
fBin__541|gBin__2047|sBin__3123,Rep_3123,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,F23-B02,unknown,3123.0,2047.0,541,0.0435242,15173,9674,3056
fBin__541|gBin__2047|sBin__3124,Rep_3124,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,F23-B02,unknown,3124.0,2047.0,541,0.0,15174,9674,3056
fBin__541|gBin__2048|sBin__3125,Rep_3125,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,F23-B02,F23-B02 sp000431075,3125.0,2048.0,541,0.02568213,15172,9673,3056
fBin__541|gBin__2048|sBin__3126,Rep_3126,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,F23-B02,F23-B02 sp003533405,3126.0,2048.0,541,0.0265442428571428,15171,9673,3056
fBin__541|gBin__2049|sBin__3127,Rep_3127,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,F23-B02,F23-B02 sp900545805,3127.0,2049.0,541,0.0168936383333333,15179,9677,3056
fBin__541|gBin__2049|sBin__3128,Rep_3128,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,F23-B02,F23-B02 sp001916715,3128.0,2049.0,541,0.0313423955263157,15180,9677,3056
fBin__541|gBin__2050|sBin__3129,Rep_3129,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,F23-B02,F23-B02 sp004553495,3129.0,2050.0,541,0.0125426,15176,9676,3056
fBin__541|gBin__2050|sBin__3130,Rep_3130,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,F23-B02,F23-B02 sp900556535,3130.0,2050.0,541,0.0179444922222222,15177,9676,3056
fBin__541|gBin__2050|sBin__3131,Rep_3131,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,F23-B02,unknown,3131.0,2050.0,541,0.0,15178,9676,3056
fBin__541|gBin__2051|sBin__3132,Rep_3132,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,UBA5446,unknown,3132.0,2051.0,541,0.010498,15210,9695,3056
fBin__541|gBin__2051|sBin__3133,Rep_3133,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,UBA5446,UBA5446 sp900543085,3133.0,2051.0,541,0.0217226624999999,15211,9695,3056
fBin__541|gBin__2051|sBin__3134,Rep_3134,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,UBA5446,UBA5446 sp900544765,3134.0,2051.0,541,0.02300225,15209,9695,3056
fBin__541|gBin__2052|sBin__3135,Rep_3135,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,UBA5446,UBA5446 sp900544295,3135.0,2052.0,541,0.019051409375,15201,9694,3056
fBin__541|gBin__2052|sBin__3136,Rep_3136,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,UBA5446,UBA5446 sp900546485,3136.0,2052.0,541,0.03752838,15202,9694,3056
fBin__541|gBin__2052|sBin__3137,Rep_3137,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,UBA5446,UBA5446 sp900545405,3137.0,2052.0,541,0.01928414,15203,9694,3056
fBin__541|gBin__2052|sBin__3138,Rep_3138,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,UBA5446,unknown,3138.0,2052.0,541,0.0585344971428571,unknown,9694,3056
fBin__541|gBin__2052|sBin__3139,Rep_3139,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,UBA5446,UBA5446 sp004553625,3139.0,2052.0,541,0.0141567899999999,15204,9694,3056
fBin__541|gBin__2052|sBin__3140,Rep_3140,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,UBA5446,unknown,3140.0,2052.0,541,0.0,15206,9694,3056
fBin__541|gBin__2052|sBin__3141,Rep_3141,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,UBA5446,unknown,3141.0,2052.0,541,0.0,15205,9694,3056
fBin__541|gBin__2052|sBin__3142,Rep_3142,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,UBA5446,UBA5446 sp900546615,3142.0,2052.0,541,0.0,15207,9694,3056
fBin__541|gBin__2052|sBin__3143,Rep_3143,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,UBA5446,unknown,3143.0,2052.0,541,0.0,15208,9694,3056
fBin__541|gBin__2053|sBin__3144,Rep_3144,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-170,CAG-170 sp003516765,3144.0,2053.0,541,0.0303975013513513,15224,9705,3056
fBin__541|gBin__2053|sBin__3145,Rep_3145,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-170,CAG-170 sp900549635,3145.0,2053.0,541,0.0383708002941176,15225,9705,3056
fBin__541|gBin__2054|sBin__3146,Rep_3146,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-170,CAG-170 sp900548625,3146.0,2054.0,541,0.0212712642857142,15239,9710,3056
fBin__541|gBin__2055|sBin__3147,Rep_3147,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-170,CAG-170 sp000436735,3147.0,2055.0,541,0.02402422,15238,9709,3056
fBin__541|gBin__2056|sBin__3148,Rep_3148,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-170,CAG-170 sp900553545,3148.0,2056.0,541,0.0272627799999999,15229,9707,3056
fBin__541|gBin__2057|sBin__3149,Rep_3149,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-170,CAG-170 sp900545925,3149.0,2057.0,541,0.0228318161904761,15233,9708,3056
fBin__541|gBin__2057|sBin__3150,Rep_3150,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-170,unknown,3150.0,2057.0,541,0.03863545,15231,9708,3056
fBin__541|gBin__2057|sBin__3151,Rep_3151,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-170,CAG-170 sp000432135,3151.0,2057.0,541,0.0348848344709897,15234,9708,3056
fBin__541|gBin__2057|sBin__3152,Rep_3152,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-170,CAG-170 sp002404795,3152.0,2057.0,541,0.0305465592356687,15236,9708,3056
fBin__541|gBin__2057|sBin__3153,Rep_3153,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-170,unknown,3153.0,2057.0,541,0.0,15237,9708,3056
fBin__541|gBin__2058|sBin__3154,Rep_3154,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-110,CAG-110 sp900554705,3154.0,2058.0,541,0.0190199,15217,9700,3056
fBin__541|gBin__2059|sBin__3155,Rep_3155,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-110,CAG-110 sp900546415,3155.0,2059.0,541,0.019505609090909,15218,9701,3056
fBin__541|gBin__2059|sBin__3156,Rep_3156,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-110,CAG-110 sp900548795,3156.0,2059.0,541,0.0,15219,9701,3056
fBin__541|gBin__2060|sBin__3157,Rep_3157,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-110,CAG-110 sp900551495,3157.0,2060.0,541,0.01264395,15220,9702,3056
fBin__541|gBin__2060|sBin__3158,Rep_3158,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-110,unknown,3158.0,2060.0,541,0.0,15221,9702,3056
fBin__541|gBin__2061|sBin__3159,Rep_3159,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-110,unknown,3159.0,2061.0,541,0.0,15222,9703,3056
fBin__541|gBin__2062|sBin__3160,Rep_3160,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-110,CAG-110 sp003525905,3160.0,2062.0,541,0.0234734849794238,15216,9699,3056
fBin__541|gBin__2063|sBin__3161,Rep_3161,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-110,unknown,3161.0,2063.0,541,0.02596825,15212,9696,3056
fBin__541|gBin__2064|sBin__3162,Rep_3162,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-110,CAG-110 sp900544705,3162.0,2064.0,541,0.0200119961538461,15213,9697,3056
fBin__541|gBin__2064|sBin__3163,Rep_3163,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-110,unknown,3163.0,2064.0,541,0.0,15214,9697,3056
fBin__541|gBin__2065|sBin__3164,Rep_3164,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,UBA738,UBA738 sp004557735,3164.0,2065.0,541,0.0191289,15242,9712,3056
fBin__541|gBin__2065|sBin__3165,Rep_3165,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,UBA738,UBA738 sp003522945,3165.0,2065.0,541,0.027599892063492,15244,9712,3056
fBin__541|gBin__2065|sBin__3166,Rep_3166,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,UBA738,unknown,3166.0,2065.0,541,0.0,15246,9712,3056
fBin__541|gBin__2066|sBin__3167,Rep_3167,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,ER4,ER4 sp900317525,3167.0,2066.0,541,0.0399184884097035,15249,9713,3056
fBin__541|gBin__2067|sBin__3168,Rep_3168,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,ER4,unknown,3168.0,2067.0,541,0.014067625,15251,9714,3056
fBin__541|gBin__2067|sBin__3169,Rep_3169,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,ER4,ER4 sp900550165,3169.0,2067.0,541,0.026956834375,15252,9714,3056
fBin__541|gBin__2067|sBin__3170,Rep_3170,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,ER4,ER4 sp000765235,3170.0,2067.0,541,0.0368043372895622,15254,9714,3056
fBin__541|gBin__2067|sBin__3171,Rep_3171,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,ER4,ER4 sp900552015,3171.0,2067.0,541,0.01556725,15253,9714,3056
fBin__541|gBin__2067|sBin__3172,Rep_3172,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,ER4,ER4 sp003522105,3172.0,2067.0,541,0.0294675848837209,15256,9714,3056
fBin__541|gBin__2067|sBin__3173,Rep_3173,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,ER4,ER4 sp900546295,3173.0,2067.0,541,0.0254499333333333,15257,9714,3056
fBin__541|gBin__2067|sBin__3174,Rep_3174,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,ER4,unknown,3174.0,2067.0,541,0.0,15258,9714,3056
fBin__541|gBin__2067|sBin__3175,Rep_3175,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,ER4,unknown,3175.0,2067.0,541,0.0,15259,9714,3056
fBin__541|gBin__2068|sBin__3176,Rep_3176,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-103,unknown,3176.0,2068.0,541,0.0600164,unknown,9716,3056
fBin__541|gBin__2068|sBin__3177,Rep_3177,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-103,CAG-103 sp004556965,3177.0,2068.0,541,0.0,15269,9716,3056
fBin__541|gBin__2069|sBin__3178,Rep_3178,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-103,CAG-103 sp900543625,3178.0,2069.0,541,0.0304699537603305,15260,9715,3056
fBin__541|gBin__2069|sBin__3179,Rep_3179,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-103,unknown,3179.0,2069.0,541,0.0746878972826087,unknown,9715,3056
fBin__541|gBin__2069|sBin__3180,Rep_3180,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-103,CAG-103 sp000432375,3180.0,2069.0,541,0.0195523816262975,15265,9715,3056
fBin__541|gBin__2069|sBin__3181,Rep_3181,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-103,unknown,3181.0,2069.0,541,0.0338787519021739,15267,9715,3056
fBin__541|gBin__2069|sBin__3182,Rep_3182,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-103,CAG-103 sp900317855,3182.0,2069.0,541,0.0345864868852459,15266,9715,3056
fBin__541|gBin__2069|sBin__3183,Rep_3183,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-103,unknown,3183.0,2069.0,541,0.0215253,15264,9715,3056
fBin__541|gBin__2070|sBin__3184,Rep_3184,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Butyricicoccaceae,UBA4644,unknown,3184.0,2070.0,541,0.0189933333333333,15038,9606,3056
fBin__541|gBin__2071|sBin__3185,Rep_3185,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Butyricicoccaceae,UBA4644,UBA4644 sp900555855,3185.0,2071.0,541,0.01766624,15040,9607,3056
fBin__541|gBin__2072|sBin__3186,Rep_3186,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,NK3B98,NK3B98 sp900545815,3186.0,2072.0,541,0.0182733065384615,15041,9608,3056
fBin__541|gBin__2072|sBin__3187,Rep_3187,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,NK3B98,unknown,3187.0,2072.0,541,0.0329664,15042,9608,3056
fBin__541|gBin__2072|sBin__3188,Rep_3188,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,NK3B98,unknown,3188.0,2072.0,541,0.0,15043,9608,3056
fBin__541|gBin__2073|sBin__3189,Rep_3189,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,NK3B98,unknown,3189.0,2073.0,541,0.0,15044,9609,3056
fBin__541|gBin__2074|sBin__3190,Rep_3190,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-110,CAG-110 sp900547405,3190.0,2074.0,541,0.0318694523809523,15022,9597,3056
fBin__541|gBin__2075|sBin__3191,Rep_3191,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-110,CAG-110 sp900540635,3191.0,2075.0,541,0.0314884125,15019,9595,3056
fBin__541|gBin__2075|sBin__3192,Rep_3192,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-110,unknown,3192.0,2075.0,541,0.0223668,15017,9595,3056
fBin__541|gBin__2076|sBin__3193,Rep_3193,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-110,CAG-110 sp900556935,3193.0,2076.0,541,0.0,15021,9596,3056
fBin__541|gBin__2077|sBin__3194,Rep_3194,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-110,CAG-110 sp900553805,3194.0,2077.0,541,0.0229688875,15013,9591,3056
fBin__541|gBin__2078|sBin__3195,Rep_3195,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-110,CAG-110 sp900549495,3195.0,2078.0,541,0.0204532666666666,15014,9592,3056
fBin__541|gBin__2079|sBin__3196,Rep_3196,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-110,CAG-110 sp900549705,3196.0,2079.0,541,0.03135585,15015,9593,3056
fBin__541|gBin__2080|sBin__3197,Rep_3197,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-110,unknown,3197.0,2080.0,541,0.0317517545454545,15016,9594,3056
fBin__541|gBin__2081|sBin__3198,Rep_3198,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-110,CAG-110 sp900544945,3198.0,2081.0,541,0.0358848025641025,15035,9603,3056
fBin__541|gBin__2082|sBin__3199,Rep_3199,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-110,CAG-110 sp900546075,3199.0,2082.0,541,0.0375644255813953,15028,9602,3056
fBin__541|gBin__2082|sBin__3200,Rep_3200,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-110,CAG-110 sp000434635,3200.0,2082.0,541,0.0382061560906515,15031,9602,3056
fBin__541|gBin__2083|sBin__3201,Rep_3201,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-110,unknown,3201.0,2083.0,541,0.0,15036,9604,3056
fBin__541|gBin__2084|sBin__3202,Rep_3202,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-110,unknown,3202.0,2084.0,541,0.00536165,15011,9589,3056
fBin__541|gBin__2085|sBin__3203,Rep_3203,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-110,CAG-110 sp900544405,3203.0,2085.0,541,0.0267622307692307,15012,9590,3056
fBin__541|gBin__2086|sBin__3204,Rep_3204,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-110,CAG-110 sp900554625,3204.0,2086.0,541,0.0,15037,9605,3056
fBin__541|gBin__2087|sBin__3205,Rep_3205,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-110,unknown,3205.0,2087.0,541,0.2214840909090908,unknown,unknown,3056
fBin__541|gBin__2088|sBin__3206,Rep_3206,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,UMGS1872,unknown,3206.0,2088.0,541,0.0,15046,9611,3056
fBin__541|gBin__2089|sBin__3207,Rep_3207,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,UMGS1872,UMGS1872 sp900549475,3207.0,2089.0,541,0.0154972,15045,9610,3056
fBin__541|gBin__2090|sBin__3208,Rep_3208,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,unknown,unknown,3208.0,2090.0,541,0.0,15047,9612,3056
fBin__541|gBin__2091|sBin__3209,Rep_3209,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,UMGS1872,UMGS1872 sp900555795,3209.0,2091.0,541,0.0,15048,9613,3056
fBin__541|gBin__2092|sBin__3210,Rep_3210,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,CAG-83 sp900552475,3210.0,2092.0,541,0.0194019166666666,15081,9627,3056
fBin__541|gBin__2093|sBin__3211,Rep_3211,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,CAG-83 sp900313295,3211.0,2093.0,541,0.0189745199999999,15084,9630,3056
fBin__541|gBin__2094|sBin__3212,Rep_3212,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,CAG-83 sp900549395,3212.0,2094.0,541,0.0301657226470588,15085,9631,3056
fBin__541|gBin__2094|sBin__3213,Rep_3213,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,CAG-83 sp900550615,3213.0,2094.0,541,0.01004435,15086,9631,3056
fBin__541|gBin__2094|sBin__3214,Rep_3214,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,CAG-83 sp003539495,3214.0,2094.0,541,0.0256910820588235,15087,9631,3056
fBin__541|gBin__2094|sBin__3215,Rep_3215,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,unknown,3215.0,2094.0,541,0.0,15088,9631,3056
fBin__541|gBin__2095|sBin__3216,Rep_3216,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,CAG-83 sp000431575,3216.0,2095.0,541,0.029210161988304,15089,9632,3056
fBin__541|gBin__2096|sBin__3217,Rep_3217,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,CAG-83 sp000435975,3217.0,2096.0,541,0.0267764132055749,15090,9633,3056
fBin__541|gBin__2096|sBin__3218,Rep_3218,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,CAG-83 sp001916855,3218.0,2096.0,541,0.0313150500945626,15091,9633,3056
fBin__541|gBin__2097|sBin__3219,Rep_3219,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,CAG-83 sp900545585,3219.0,2097.0,541,0.0255453676642335,15093,9634,3056
fBin__541|gBin__2097|sBin__3220,Rep_3220,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,CAG-83 sp900545495,3220.0,2097.0,541,0.0266705333333333,15094,9634,3056
fBin__541|gBin__2097|sBin__3221,Rep_3221,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,CAG-83 sp900545495,3221.0,2097.0,541,0.0358579214285714,15095,9634,3056
fBin__541|gBin__2097|sBin__3222,Rep_3222,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,CAG-83 sp900547745,3222.0,2097.0,541,0.0189670536734693,15097,9634,3056
fBin__541|gBin__2097|sBin__3223,Rep_3223,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,CAG-83 sp900550585,3223.0,2097.0,541,0.00999227,15098,9634,3056
fBin__541|gBin__2097|sBin__3224,Rep_3224,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,CAG-83 sp900551355,3224.0,2097.0,541,0.0123045841666666,15099,9634,3056
fBin__541|gBin__2098|sBin__3225,Rep_3225,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,CAG-83 sp900556015,3225.0,2098.0,541,0.0207056666666666,15100,9635,3056
fBin__541|gBin__2098|sBin__3226,Rep_3226,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,CAG-83 sp900554275,3226.0,2098.0,541,0.0256404777777777,15101,9635,3056
fBin__541|gBin__2098|sBin__3227,Rep_3227,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,CAG-83 sp900551995,3227.0,2098.0,541,0.0254164193548387,15102,9635,3056
fBin__541|gBin__2098|sBin__3228,Rep_3228,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,unknown,3228.0,2098.0,541,0.0166363,15104,9635,3056
